o0,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,y
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,57.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,32.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,48.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.40000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.39999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,157.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.39999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,48.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,148.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,47.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,153.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.2
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.3
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,147.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,133.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,149.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,34.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,153.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,157.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.3
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,54.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,46.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,156.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,49.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.39999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,148.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
